National Provider Identifier,Organization Name,Credentials,Gender,Entity Code,City,Zip Code,State Label,State Code,Country Code,Provider Type Label,Provider Type,Medicare Participation,Place of Service,HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Number of Services,Number of Medicare Beneficiaries,Number of Medicare Beneficiary/Day Services,Average Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Payment Amount
1497859516,KANSAL,MD,1,1,CROWN POINT,46307,17,IN,US,14,Cardiology,Y,F,99220,Hospital observation care typically 70 minutes,N,39,37,39,171.11,0,200,0,136.62
1467682385,HORN,PA,2,1,HATTIESBURG,394017246,14,MS,US,8,Physician Assistant,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,231,212,231,82.18,0,126,0,61.02
1104135391,ABOVIAN,MD,1,1,GLENDALE,912034016,11,CA,US,2,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,140,39,140,76.19,0,150,0,56.3
1750351003,SICILIA,MD,1,1,YORK,17404,15,PA,US,33,Physical Medicine and Rehabilitation,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,19,19,19,153.96,0,225,0,112.31
1477520096,POTTORFF,MD,1,1,CASTRO VALLEY,945464002,11,CA,US,20,Orthopedic Surgery,Y,O,72170,"X-ray of pelvis, 1 or 2 views",N,45,38,45,31.52,0.12,77.07,63.06,24.16
1487634127,BURKEY,MD,1,1,SEVILLE,442738864,31,OH,US,2,Family Practice,Y,O,83036,Hemoglobin A1C level,N,38,21,38,13.75,0,30,0,13.75
1639105067,BORROMEO,MD,1,1,BURLINGTON,18050001,7,MA,US,13,Anesthesiology,Y,F,810,Anesthesia for procedure on small bowel using an endoscope,N,32,32,32,106,81.7,435.94,340.57,84.8
1336179886,REBER,DPM,1,1,ST GEORGE,84770,35,UT,US,34,Podiatry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,30,19,30,99.83,1.51,141,5.39,70.74
1528091295,MORISON,PA-C,2,1,JOHNSON CITY,37604,25,TN,US,8,Physician Assistant,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,40,40,40,156.61,4.81,399.1,18.11,125.28
1770570459,SORDONI,MD,2,1,KINGSTON,187045149,15,PA,US,2,Family Practice,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,215,64,145,67.71,0,100,0,54.17
1518982537,LARRICK,DO,1,1,AKRON,443137004,31,OH,US,5,Diagnostic Radiology,Y,F,G0202,"Screening mammography, producing direct digital image, bilateral, all views",N,30,30,30,34.35,0,231,0,34.35
1811097595,PATEL,MD,1,1,SPRINGFIELD,627011041,9,IL,US,24,Pulmonary Disease,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,229,168,229,99.77,0,112.7,13.76,71.27
1295841179,GOMEZ-SEOANE,MD,2,1,FLINT,485323411,3,MI,US,1,Internal Medicine,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,140,104,140,129.46,0,175,0,99.31
1306888318,FRANKLIN,MD,2,1,NASHVILLE,372152027,25,TN,US,70,Multispecialty Clinic/Group Practice,Y,O,90662,Vaccine for influenza injection,Y,20,18,20,30,0,30,0,30
1093793135,OZIER,MD,1,1,WICHITA FALLS,763102303,27,TX,US,2,Family Practice,Y,O,G0008,Administration of influenza virus vaccine,N,120,120,120,22.51,0,35,0,22.51
1912010943,NOYA,MD,2,1,SYOSSET,117914532,13,NY,US,1,Internal Medicine,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,195,49,195,77.48,0,150,0,61.5
1376632307,AZAR,MD,1,1,HATTIESBURG,394021303,14,MS,US,19,General Surgery,Y,O,76942,Ultrasonic guidance imaging supervision and interpretation for insertion of needle,N,11,11,11,181.8,0,500,0,145.44
1558452482,TITHA,MD,1,1,RICHLANDS,24641,21,VA,US,1,Internal Medicine,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,44,29,44,98.33,0,150,0,78.66
1780624403,TORRES,MD,1,1,NEWPORT BEACH,926634162,11,CA,US,13,Anesthesiology,Y,F,740,Anesthesia for procedure on gastrointestinal tract using an endoscope,N,36,35,36,200.15,40.21,1032.78,192.77,159.48
1740286681,ORTIZ,MD,1,1,WENATCHEE,988013370,2,WA,US,1,Internal Medicine,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,54,36,54,99.84,0,208,0,79.87
1215970819,TULLEY,MD,1,1,EUSTIS,327265558,1,FL,US,2,Family Practice,Y,O,G0008,Administration of influenza virus vaccine,N,122,122,122,23.78,0,25,0,23.78
1821203233,ZANG,MD,1,1,KINGSPORT,376603256,25,TN,US,32,Rheumatology,Y,O,90662,Vaccine for influenza injection,Y,23,23,23,30.92,0,49.5,0,30.92
1275598476,TORRES,MD,1,1,TAMARAC,333212977,1,FL,US,1,Internal Medicine,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,20,20,20,210,0,210,0,162.4
1043431166,WALGREEN CO,O,3,2,OVIEDO,327659261,1,FL,US,10,Mass Immunization Roster Biller,Y,O,Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",Y,19,19,19,12.28,0.27,12.59,0,12.28
1962431593,TAYLOR,P.A.-C,1,1,CEDAR RAPIDS,524031251,18,IA,US,8,Physician Assistant,Y,F,99284,"Emergency department visit, problem of high severity",N,111,103,111,92.11,0,234.16,12.19,65.43
1619174240,RANIN-LAY,MD,2,1,MIDDLETOWN,109414028,13,NY,US,16,Emergency Medicine,Y,F,99204,"New patient office or other outpatient visit, typically 45 minutes",N,393,393,393,129.56,0,349,0,98.54
1003050337,SMITH,D.O.,2,1,BLUE SPRINGS,640142503,16,MO,US,2,Family Practice,Y,F,99308,"Subsequent nursing facility visit, typically 15 minutes per day",N,13,13,13,63.17,1.25,130,0,45.73
1861677601,LOOK,DO,1,1,EAST PALATKA,321310000,1,FL,US,2,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,508,261,508,104.45,0,153,0,71.92
1548421514,SETH,D.O.,1,1,PHOENIX,850062612,29,AZ,US,1,Internal Medicine,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,51,50,51,194.33,0,422,0,152.99
1760422489,MCCABE,MD,1,1,PRINCETON,85406345,5,NJ,US,14,Cardiology,Y,O,G0008,Administration of influenza virus vaccine,N,51,51,51,26.58,0,40,0,26.58
1366522476,MAYO,MD,1,1,PLACENTIA,92870,11,CA,US,20,Orthopedic Surgery,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,105,105,105,117.11,0,170,0,84.57
1023042942,MINOR,MD,1,1,SAN FRANCISCO,941152378,11,CA,US,18,Medical Oncology,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,72,21,72,113.04,0,222,0,90.43
1619115482,LABARBIERA,PT,2,1,SADDLE RIVER,74582635,5,NJ,US,25,Physical Therapist,Y,O,97110,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",N,647,23,380,31.04,2.52,56.18,19.61,24.79
1841293958,HENSON,MD,1,1,GAINESVILLE,305013861,36,GA,US,1,Internal Medicine,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,85,47,85,67.57,0,138.49,11.22,54.06
1366417388,VASQUEZ,MD,1,1,TYLER,75703,27,TX,US,32,Rheumatology,Y,O,76942,Ultrasonic guidance imaging supervision and interpretation for insertion of needle,N,677,309,639,190.26,0,280,0,150.38
1952399180,VIJUNGCO,MD,1,1,CHANDLER,852245678,29,AZ,US,53,Vascular Surgery,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,12,12,12,132.39,0,224.67,46.2,97.17
1669545679,MANZO,MD,2,1,TACOMA,984021911,2,WA,US,5,Diagnostic Radiology,Y,F,72170,"X-ray of pelvis, 1 or 2 views",N,26,26,26,9.23,0.22,27.5,0,7.1
1205890944,JACOBSEN,MD,1,1,BURLINGTON,98233,2,WA,US,2,Family Practice,Y,O,85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test",N,105,90,105,11.02,0,22,0,11.02
1396831129,GOLDMAN,O,1,1,MORRISTOWN,7962,5,NJ,US,20,Orthopedic Surgery,Y,O,72170,"X-ray of pelvis, 1 or 2 views",N,463,365,453,30.61,3.68,115,0,23.02
1528054384,RODDA,FNP-BC,2,1,HAPPY VALLEY,970156301,19,OR,US,4,Nurse Practitioner,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,50,49,50,60.58,0,217,0,39.48
1952515892,MINER,MD,2,1,ORLANDO,32804,1,FL,US,19,General Surgery,Y,F,99221,"Initial hospital inpatient care, typically 30 minutes per day",N,14,14,14,100.9,0,169,0,80.72
1417933102,DE LA VEGA,MD,1,1,BROWNSVILLE,785204857,27,TX,US,2,Family Practice,Y,O,71020,"X-ray of chest, 2 views, front and side",N,14,14,14,10.25,0,35,0,8.2
1396783999,SRIVASTAVA,MD,1,1,BROOKLYN,112203617,13,NY,US,14,Cardiology,Y,F,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,35,24,35,28.18,0,84.75,0.51,22.54
1740227537,CAVEN,MD,1,1,MECHANICSVILLE,231163865,21,VA,US,14,Cardiology,Y,O,93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",N,96,93,96,208.77,0,1085,0,164.44
1922003854,SHROFF,MD,1,1,ORLANDO,328198000,1,FL,US,14,Cardiology,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,15,14,15,140.5,0,372,0,104.93
1033426556,LEISER,PA-C,1,1,PHILADELPHIA,191182718,15,PA,US,8,Physician Assistant,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,31,30,31,91.85,3.25,157.52,25.66,71.07
1023036704,D'ENTREMONT,MD,2,1,PHILADELPHIA,19104,15,PA,US,26,Hematology/Oncology,Y,O,G0008,Administration of influenza virus vaccine,N,11,11,11,25,0,25,0,25
1962636241,STRONCEK,DO,2,1,CHICAGO,606313707,9,IL,US,16,Emergency Medicine,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",N,156,147,156,164.49,7.03,728,0,128.16
1336117860,LLUGANY,MD,1,1,BUFFALO,142202039,13,NY,US,5,Diagnostic Radiology,Y,F,73510,X-ray of hip 2 or more views,N,34,33,33,10.6,0,34.12,5.27,8.23
1891825063,CHHABRA,MD,1,1,DALLAS,753907201,27,TX,US,5,Diagnostic Radiology,Y,F,73030,"X-ray of shoulder, minimum of 2 views",N,14,14,14,10.51,0,59,0,7.21
1295743300,HINOJOSA,MD,1,1,CHICAGO,606595242,9,IL,US,3,Otolaryngology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,84,84,84,79.22,12.19,90.36,45.14,55
1467433045,BOKHARI,MD,1,1,NEW HAVEN,65103220,28,CT,US,5,Diagnostic Radiology,Y,F,73630,"X-ray of foot, minimum of 3 views",N,23,20,22,8.61,0,45,0,6.59
1386694289,MCKENNA,MD,1,1,ASHEVILLE,28801,6,NC,US,27,Infectious Disease,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,30,30,30,153.15,0,228,0,122.52
1649455601,LALANI,MD,1,1,BRADENTON,342102509,1,FL,US,2,Family Practice,Y,O,90732,"Vaccine for pneumococcal polysaccharide for injection into muscle, patient 2 years or older",Y,29,29,29,62.81,4.08,115,0,62.81
1932376506,WHITT,MD,1,1,RALEIGH,276076688,6,NC,US,31,Gastroenterology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,71,61,71,94.52,0,168,0,70.96
1861405029,KANGELARIS,MD,2,1,ANN ARBOR,481090352,3,MI,US,1,Internal Medicine,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,11,11,11,118.48,0,404.09,14.43,94.78
1831124361,DIRKSMEIER,MD,1,1,SOMERSWORTH,38786523,38,NH,US,20,Orthopedic Surgery,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,17,17,17,162.65,0,271.41,10.04,113.19
1477536662,STUART,MD,1,1,KIRKLAND,980343013,2,WA,US,1,Internal Medicine,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,27,27,27,139.71,0,273.19,9.25,108.7
1073557518,KLIOZE,MD,1,1,DAYTONA BEACH,321175515,1,FL,US,5,Diagnostic Radiology,Y,O,93970,Ultrasound scan of veins of arms or legs including assessment of compression and functional maneuvers,N,15,15,15,182.23,0,379.05,52.81,133.54
1689854754,RICHARDSON,ARNP,2,1,KANSAS CITY,661600001,8,KS,US,4,Nurse Practitioner,Y,F,99283,"Emergency department visit, moderately severe problem",N,49,46,49,50.07,0,172,0,28.93
1891768941,LOPEZ,MD,1,1,LANSING,489114275,3,MI,US,2,Family Practice,Y,O,96372,"Injection into tissue or muscle for therapy, diagnosis, or prevention",N,161,63,161,22.8,0,35.21,2.75,17.2
1639161987,KEARNS,MD,1,1,GAINESVILLE,305012545,36,GA,US,2,Family Practice,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,92,92,92,98.53,0.1,196.49,4.87,63.84
1972699551,DZWIELESKI,OD,1,1,HONESDALE,184311174,15,PA,US,11,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,17,14,17,67.7,0,69,0,54.16
1619179686,WU,MD,1,1,PITTSBURGH,152321300,15,PA,US,19,General Surgery,Y,O,93880,Ultrasound scanning of head and neck vessel blood flow (outside the brain),N,35,34,34,164.11,23.15,1035,0,128.57
1407818743,VANCE,MD,1,1,SAN DIEGO,921175404,11,CA,US,20,Orthopedic Surgery,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,11,11,11,144.84,0,155.45,11.57,85.32
1205819521,KAUFMAN,D.O.,1,1,VALPARAISO,463832800,17,IN,US,14,Cardiology,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,45,45,45,73.25,0,266,0,57.41
1598870131,SENA,MD,2,1,COLORADO SPRINGS,80920,37,CO,US,1,Internal Medicine,Y,F,99203,"New patient office or other outpatient visit, typically 30 minutes",N,64,64,64,73.04,0,92.45,15.13,49.87
1427084045,NIEVES,DO,1,1,UNION CITY,382615406,25,TN,US,42,Obstetrics/Gynecology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,32,32,32,96.52,0.17,150,0,63.58
1073703203,DAVIS,DPT,1,1,AUSTIN,787041254,27,TX,US,25,Physical Therapist,Y,O,97110,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",N,"1,615",78,731,28.54,2.09,73.26,3.49,22.36
1285796474,TOLIA,MD,1,1,NUTLEY,7110,5,NJ,US,5,Diagnostic Radiology,Y,O,71260,CT scan chest with contrast,N,69,66,69,283.72,73.58,362.7,95.73,211.01
1629019930,MALLEY,MD,2,1,FRESNO,937228402,11,CA,US,1,Internal Medicine,Y,O,99308,"Subsequent nursing facility visit, typically 15 minutes per day",N,99,54,99,67.96,0,95,0,48.33
1457327587,VAUGHTERS,MD,1,1,AIKEN,29801,39,SC,US,22,Endocrinology,Y,O,76942,Ultrasonic guidance imaging supervision and interpretation for insertion of needle,N,22,22,22,189.22,0,280,0,151.38
1316984750,ONONUJU,D.O.,1,1,SAGINAW,486024751,3,MI,US,2,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,724,392,724,100.56,0,120,0,76.82
1134271570,WITTE,MD,2,1,MCCALL,836385256,40,ID,US,1,Internal Medicine,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,220,118,220,47.23,0,49,0,34.33
1578554242,JAUREGUI,MD,1,1,TOLEDO,436082673,31,OH,US,27,Infectious Disease,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,"2,976",514,"2,976",68.99,0,89.5,1.66,55.1
1063471993,MORNINGSTAR,DC,1,1,GLEN CARBON,620343043,9,IL,US,43,Chiropractic,Y,O,98941,"Chiropractic manipulative treatment, 3 to 4 spinal regions",N,116,12,116,35.49,0,60,0,26.71
1154393999,CIMA,MD,1,1,ROCHESTER,559050001,20,MN,US,36,Colorectal Surgery (formerly proctology),Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",N,14,11,14,35.18,0,52.45,29.62,24.12
1275522039,DAUGHERTY,MD,1,1,RUSHVILLE,461732126,17,IN,US,1,Internal Medicine,Y,F,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,85,76,85,23.85,0.04,28.17,1.03,16.84
1487656195,VALADE,MD,1,1,SYLVANIA,435609729,31,OH,US,1,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,N,179,179,179,22.93,0,29,0,22.93
1255648655,KIERNAN,PT,2,1,AUSTINTOWN,445154039,31,OH,US,25,Physical Therapist,Y,O,97110,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",N,271,37,127,27.6,1.97,50,0,21.76
1831259043,MAHLER,DO,1,1,THOMASVILLE,367843335,24,AL,US,2,Family Practice,Y,F,99284,"Emergency department visit, problem of high severity",N,76,72,76,108.32,0,232,0,84.36
1578512349,DALTON,MD,2,1,ANNISTON,362075710,24,AL,US,1,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,N,49,49,49,21.79,0,24,0,21.39
1174552004,MCELDERRY,MD,1,1,BIRMINGHAM,35233,24,AL,US,14,Cardiology,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,32,31,32,183.58,0,436.25,11.4,146.86
1073510228,POWELL,MD,2,1,GRANTS PASS,975261556,19,OR,US,2,Family Practice,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,20,20,20,161.89,0,290,0,161.89
1912912866,INGLES MARKETS INC,O,3,2,JONESBOROUGH,376595294,25,TN,US,10,Mass Immunization Roster Biller,Y,O,G0008,Administration of influenza virus vaccine,N,73,73,73,19.57,0.19,19.57,0.19,19.57
1700887841,ELMORE,D.O.,2,1,CADILLAC,496012015,3,MI,US,2,Family Practice,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,65,39,65,40.73,0,52.09,0.74,27.8
1730112079,GIANT OF MARYLAND LLC,O,3,2,MCLEAN,221013706,21,VA,US,10,Mass Immunization Roster Biller,Y,O,90662,Vaccine for influenza injection,Y,139,139,139,30.92,0,30.92,0,30.92
1063515724,WEST VIRGINIA CVS PHARMACY LLC,O,3,2,WESTON,264522062,10,WV,US,10,Mass Immunization Roster Biller,Y,O,G0008,Administration of influenza virus vaccine,N,109,108,109,17.9,0.37,17.9,0.37,17.9
1669474649,CECCARELLI,D. O.,1,1,DAYTON,454145800,31,OH,US,20,Orthopedic Surgery,Y,O,73562,"X-ray of knee, 3 views",N,113,100,110,36.21,0,132.29,42.54,26.41
1013903244,MURPHY,MD,1,1,ST PETERSBURG,337051407,1,FL,US,53,Vascular Surgery,Y,O,93880,Ultrasound scanning of head and neck vessel blood flow (outside the brain),N,235,224,235,176.33,13.55,489.33,39.59,135.82
1356317689,NELSON,MD,1,1,FORT SMITH,729033813,12,AR,US,5,Diagnostic Radiology,Y,O,73560,"X-ray of knee, 1 or 2 views",N,136,120,123,9.68,2.98,31.5,9.7,7.19
1245226380,AGERSON,MD,1,1,GRAND RAPIDS,495061216,3,MI,US,2,Family Practice,Y,O,20610,Aspiration or injection of large joint or joint capsule,N,27,18,26,75.77,17.01,138.52,49.12,56.47
1346357951,HANNULA,MD,1,1,MARION,243544221,21,VA,US,20,Orthopedic Surgery,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,16,16,16,100.44,1.09,264.06,45.67,66.63
1841409596,PEACHERA,D.P.T,2,1,SAGINAW,48604,3,MI,US,25,Physical Therapist,Y,O,97001,Physical therapy evaluation,N,67,64,67,71.25,0,100,0,57
1710062534,PICHLER,O,1,1,SEATTLE,981956166,2,WA,US,12,Nephrology,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,197,90,197,79.45,0,168,0,58.56
1588669782,DUBOIS,MD,1,1,SKOWHEGAN,49761146,50,ME,US,1,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,N,295,291,295,15,0,15,0,15
1538110481,MANN,MD,2,1,FRIENDSWOOD,775465431,27,TX,US,1,Internal Medicine,Y,F,99203,"New patient office or other outpatient visit, typically 30 minutes",N,15,15,15,75.16,0,235,33.13,56.12
1861602906,ARROYO PLASENCIA,MD,2,1,SAINT LOUIS,631101003,16,MO,US,1,Internal Medicine,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,12,12,12,132.24,0,330.17,156.43,105.79
1992729933,NGUYEN,MD,1,1,LOS ANGELES,900152043,11,CA,US,37,General Practice,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,132,50,132,46.01,0,55,0,30.58
1295829588,DIPAOLO,MD,1,1,BRICK,87247732,5,NJ,US,5,Diagnostic Radiology,Y,O,71260,CT scan chest with contrast,N,17,17,17,230.11,70.04,956,0,174.95
1366629131,MOISIUC,MD,1,1,PRESCOTT,863052314,29,AZ,US,1,Internal Medicine,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,72,72,72,159.23,0,313,0,125.82
1013974112,MCCOMBS,D.O.,1,1,LAS VEGAS,891064828,32,NV,US,1,Internal Medicine,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,165,20,165,71.55,0,120,0,57.23
1558340158,GOSUICO,MD,2,1,HOUSTON,770794504,27,TX,US,16,Emergency Medicine,Y,O,81003,Automated urinalysis test,N,20,20,20,3.18,0,21,0,3.18
1770505067,DANG,DO,1,1,SAN ANTONIO,782502125,27,TX,US,1,Internal Medicine,Y,F,99291,"Critical care delivery critically ill or injured patient, first 30-74 minutes",N,15,14,15,210.34,0,1369.73,33.43,168.27
1679593248,BATTLE,MD,1,1,PHILADELPHIA,191112430,15,PA,US,31,Gastroenterology,Y,F,99221,"Initial hospital inpatient care, typically 30 minutes per day",N,148,139,148,103.64,0,175,0,80.59
1619973179,WAGNER,MD,1,1,EVANSVILLE,477105610,17,IN,US,2,Family Practice,Y,O,Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",Y,66,66,66,13.95,0.13,14,0,13.95
1689614539,VARANASI,MD,2,1,PINEHURST,283748749,6,NC,US,9,Geriatric Medicine,Y,O,36415,Insertion of needle into vein for collection of blood sample,N,659,432,659,3,0,20,0,3
1992722771,STAFFORD,MD,1,1,FORT COLLINS,805248500,37,CO,US,1,Internal Medicine,Y,O,Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",Y,14,14,14,13.22,0.32,15,0,13.22
1104862473,ALBERGAMO,MD,1,1,BATON ROUGE,708084326,22,LA,US,1,Internal Medicine,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,N,55,53,55,17.34,0,54.04,0.27,12.61
1306920533,KELLER,MD,2,1,SARASOTA,342432893,1,FL,US,6,Neurology,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,117,117,117,199.89,0,222.97,44.51,152.87
1700854197,CHOO,MD,1,1,TULSA,741466236,26,OK,US,58,Gynecological/Oncology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,12,12,12,96.41,0,193.83,13.04,70.7
1821092685,GHAFFARI,MD,1,1,LAGUNA HILLS,926533107,11,CA,US,14,Cardiology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,253,190,253,116.13,0,336.29,6.47,82.36
1497712327,FOX,D.O.,2,1,MIAMI,331834627,1,FL,US,42,Obstetrics/Gynecology,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,13,11,13,21.08,0,83.37,33.69,14.27
1710954797,SPOTTS,MD,1,1,LEWISBURG,178376213,15,PA,US,2,Family Practice,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,26,16,26,18.63,0,45,0,11.17
1558304550,BROKER,MD,1,1,SIMPSONVILLE,296813237,39,SC,US,2,Family Practice,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,126,116,126,131.85,0,248,0,81.88
1790707172,PROCTOR,D.O.,1,1,PARKER,853446349,29,AZ,US,16,Emergency Medicine,Y,F,99202,"New patient office or other outpatient visit, typically 20 minutes",N,11,11,11,48.72,0,90,0,35.44
1144248261,NGUYEN,MD,2,1,BALTIMORE,212011544,4,MD,US,5,Diagnostic Radiology,Y,F,72100,"X-ray of lower and sacral spine, 2 or 3 views",N,28,28,28,12.28,0,34.71,0.96,8.77
1447482062,RUGGERI,MD,2,1,LOS ANGELES,900342703,11,CA,US,16,Emergency Medicine,Y,F,99283,"Emergency department visit, moderately severe problem",N,18,18,18,62.4,0,322.11,5.51,49.92
1114948429,WINN DIXIE STORES INC,O,3,2,OVIEDO,327656001,1,FL,US,10,Mass Immunization Roster Biller,Y,O,90662,Vaccine for influenza injection,Y,28,28,28,30.92,0,30.92,0,30.92
1043265952,KRIVISKY,MD,1,1,FORT MYERS,339018005,1,FL,US,5,Diagnostic Radiology,Y,F,93880,Ultrasound scanning of head and neck vessel blood flow (outside the brain),N,22,22,22,31.35,0,68,0,22.25
1003867482,GURALNICK,MD,1,1,MILWAUKEE,532263522,23,WI,US,41,Urology,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,111,89,111,48.04,0,157.9,21.42,33.64
1699747444,GORSKI,D.O.,1,1,SAINT CHARLES,502401522,18,IA,US,2,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,35,20,35,65.2,0,104,0,40.52
1447228762,WEINBERG,MD,1,1,SKOKIE,600761356,9,IL,US,1,Internal Medicine,Y,O,83036,Hemoglobin A1C level,N,413,270,413,13.75,0,66,0,13.65
1992766448,ARAUZ PACHECO,MD,1,1,DALLAS,752184621,27,TX,US,22,Endocrinology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,424,265,424,69.35,1.98,116.76,3.44,48.33
1528038858,LOBB,MD,1,1,BRYAN,778021502,27,TX,US,33,Physical Medicine and Rehabilitation,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,76,48,76,66.92,0,92,0,49.1
1336348499,GLAS,D.O.,2,1,JACKSONVILLE,322078338,1,FL,US,42,Obstetrics/Gynecology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,46,29,46,65.75,0,80,0,48.65
1083709737,LANDIS,MD,1,1,WILLIAMSBURG,231885716,21,VA,US,53,Vascular Surgery,Y,F,93880,Ultrasound scanning of head and neck vessel blood flow (outside the brain),N,346,336,346,29.07,0,99.87,16.16,22.96
1518985613,MEHTA,MD,1,1,LONG BEACH,908062612,11,CA,US,12,Nephrology,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,289,185,289,105.36,0,175,0,84
1699773481,KNUDSON,MD,1,1,YORK,174033922,15,PA,US,2,Family Practice,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,59,52,59,40.14,0,58,0,29.34
1588619878,KAZIN,MD,2,1,LUTHERVILLE,210934515,4,MD,US,23,Dermatology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,45,45,45,112.51,0,238,0,77.24
1174575641,KEIFER,PAC,1,1,SPRINGFIELD,455041422,31,OH,US,8,Physician Assistant,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,15,15,15,86.28,0,283.47,34.05,69.02
1952368201,CHAND,MD,1,1,HAMMOND,463201129,17,IN,US,20,Orthopedic Surgery,Y,O,73130,"X-ray of hand, minimum of 3 views",N,26,20,23,30.4,0,70,0,23.38
